lotsizesquarefeet,calculatedfinishedsquarefeet,bedroomcnt,bathroomcnt,regionidzip,garagecarcnt,poolcnt,AgeofHouse,buildingclasstypeid
-0.0024246742038285083,-0.0024246742038285083,5.0,6.5,8,2.0,0.0,11.0,0.0
-0.000559908004867518,-0.000559908004867518,4.0,3.5,8,2.0,0.0,18.0,0.0
-0.00283109760616616,-0.00283109760616616,4.0,3.0,8,2.0,1.0,67.0,0.0
-0.0005360007459064796,-0.0005360007459064796,5.0,4.5,9,2.0,0.0,7.0,0.0
-0.006417186450321911,-0.006417186450321911,3.0,4.0,22,3.0,0.0,17.0,0.0
-0.008546845078571206,-0.008546845078571206,4.0,5.5,11,3.0,1.0,17.0,0.0
-0.05135996442599867,-0.05135996442599867,7.0,9.0,18,0.0,1.0,16.0,0.0
-0.0037854753838908106,-0.0037854753838908106,4.0,6.5,22,3.0,1.0,6.0,0.0
-0.0063081693494595765,-0.0063081693494595765,6.0,8.0,1,0.0,1.0,12.0,0.0
-0.004724074370701176,-0.004724074370701176,5.0,8.0,1,0.0,1.0,7.0,0.0
-0.016664793931381386,-0.016664793931381386,7.0,9.0,1,0.0,1.0,27.0,0.0
-0.029273960452612227,-0.029273960452612227,4.0,7.0,1,0.0,1.0,25.0,0.0
-0.02138169612439425,-0.02138169612439425,8.0,8.0,2,0.0,1.0,30.0,0.0
-0.016145528266747634,-0.016145528266747634,3.0,5.0,2,0.0,1.0,45.0,0.0
-0.014045514639610025,-0.014045514639610025,5.0,9.0,2,0.0,1.0,22.0,0.0
-0.03861022322207692,-0.03861022322207692,3.0,5.0,2,0.0,1.0,57.0,0.0
-0.005822851992550498,-0.005822851992550498,4.0,3.0,3,0.0,1.0,66.0,0.0
-0.008568839756815362,-0.008568839756815362,5.0,3.0,3,0.0,1.0,89.0,0.0
-0.0060203259515686745,-0.0060203259515686745,2.0,2.0,4,0.0,0.0,62.0,0.0
-0.05339925361537524,-0.05339925361537524,3.0,3.0,4,0.0,1.0,74.0,0.0
-0.04505466394761441,-0.04505466394761441,4.0,6.0,4,0.0,1.0,24.0,0.0
-0.0010916054441610105,-0.0010916054441610105,4.0,5.0,10,2.0,0.0,7.0,0.0
-0.0023433895233609782,-0.0023433895233609782,8.0,9.0,10,4.0,1.0,26.0,0.0
-0.0011590239144311388,-0.0011590239144311388,2.0,2.5,9,2.0,0.0,13.0,0.0
-0.0023433895233609782,-0.0023433895233609782,5.0,7.0,6,2.0,0.0,24.0,0.0
-0.0027359467155012277,-0.0027359467155012277,2.0,3.5,8,2.0,0.0,21.0,0.0
-0.010302116031490642,-0.010302116031490642,4.0,5.5,8,3.0,0.0,5.0,0.0
-0.0007263025272363448,-0.0007263025272363448,3.0,3.5,9,1.0,0.0,8.0,0.0
-0.0015042447338285323,-0.0015042447338285323,2.0,3.0,8,2.0,0.0,30.0,0.0
-0.020283396647724147,-0.020283396647724147,6.0,8.0,20,0.0,1.0,11.0,0.0
-0.0009237764862545214,-0.0009237764862545214,4.0,5.0,21,0.0,0.0,58.0,0.0
-0.004675303562420657,-0.004675303562420657,6.0,5.0,1,0.0,0.0,86.0,0.0
-0.00923441784629067,-0.00923441784629067,5.0,7.0,1,0.0,1.0,32.0,0.0
-0.012151103439537347,-0.012151103439537347,5.0,7.0,2,0.0,1.0,81.0,0.0
-0.020867211911552705,-0.020867211911552705,7.0,8.0,2,0.0,1.0,88.0,0.0
-0.022690379479921488,-0.022690379479921488,1.0,1.0,2,0.0,1.0,64.0,0.0
-0.009164130504945217,-0.009164130504945217,4.0,4.0,1,0.0,1.0,56.0,0.0
-0.006174766844456983,-0.006174766844456983,3.0,3.0,3,0.0,1.0,15.0,0.0
-0.0011351166554701003,-0.0011351166554701003,2.0,1.0,4,0.0,0.0,56.0,0.0
-0.0018690695055739773,-0.0018690695055739773,3.0,2.0,4,0.0,0.0,36.0,0.0
-0.004626054608960919,-0.004626054608960919,4.0,4.0,15,0.0,1.0,53.0,0.0
-0.000775073335516863,-0.000775073335516863,3.0,3.0,10,2.0,0.0,84.0,0.0
-0.0004642789690233646,-0.0004642789690233646,2.0,2.5,19,2.0,0.0,7.0,0.0
-0.0010739140725298422,-0.0010739140725298422,4.0,4.5,19,2.0,0.0,17.0,0.0
-0.00182699272980255,-0.00182699272980255,4.0,3.5,6,2.0,0.0,14.0,0.0
-0.0007368217211792017,-0.0007368217211792017,5.0,4.5,9,2.0,0.0,15.0,0.0
-0.009121097438815347,-0.009121097438815347,4.0,6.5,7,4.0,0.0,5.0,0.0
-0.010691326207376346,-0.010691326207376346,6.0,6.5,11,4.0,1.0,11.0,0.0
-0.03375896223370302,-0.03375896223370302,6.0,8.0,1,0.0,1.0,9.0,0.0
-0.04021487844354181,-0.04021487844354181,9.0,14.0,1,0.0,1.0,9.0,0.0
-0.0030419596302025185,-0.0030419596302025185,7.0,7.0,4,0.0,0.0,58.0,0.0
-0.009967414406036105,-0.009967414406036105,4.0,2.0,27,0.0,1.0,96.0,0.0
-0.006911110420456963,-0.006911110420456963,7.0,7.0,1,0.0,1.0,28.0,0.0
-0.0134440080041503,-0.0134440080041503,3.0,8.0,1,0.0,1.0,43.0,0.0
-0.023561559996461725,-0.023561559996461725,8.0,8.0,13,0.0,1.0,81.0,0.0
-0.00894848702911665,-0.00894848702911665,4.0,4.0,1,0.0,1.0,58.0,0.0
-0.006531941293334895,-0.006531941293334895,5.0,5.0,3,0.0,1.0,65.0,0.0
-0.008121774014243945,-0.008121774014243945,7.0,8.0,3,0.0,1.0,6.0,0.0
-0.0026498805832414897,-0.0026498805832414897,2.0,2.0,4,0.0,0.0,60.0,0.0
-0.009661401491334813,-0.009661401491334813,6.0,4.0,4,0.0,0.0,71.0,0.0
-0.03582311497239907,-0.03582311497239907,9.0,10.0,60,0.0,1.0,18.0,0.0
-0.0015042447338285323,-0.0015042447338285323,4.0,4.5,9,2.0,1.0,37.0,0.0
-0.001800216599766187,-0.001800216599766187,5.0,6.5,7,2.0,0.0,16.0,0.0
-0.008602788064540037,-0.008602788064540037,6.0,10.5,11,12.0,1.0,8.0,0.0
-0.017656945178264476,-0.017656945178264476,5.0,10.0,0,0.0,1.0,9.0,0.0
-0.012459985225313962,-0.012459985225313962,3.0,5.0,15,0.0,1.0,55.0,0.0
-0.015036709596134675,-0.015036709596134675,5.0,8.0,13,0.0,0.0,4.0,0.0
-0.006579755811256972,-0.006579755811256972,6.0,9.0,1,0.0,1.0,6.0,0.0
-0.013871947939552886,-0.013871947939552886,5.0,8.0,1,0.0,1.0,70.0,0.0
-0.013598927042217828,-0.013598927042217828,5.0,7.0,1,0.0,1.0,31.0,0.0
-0.03383594360755756,-0.03383594360755756,6.0,5.0,13,0.0,1.0,78.0,0.0
-0.03465452815438352,-0.03465452815438352,3.0,4.0,1,0.0,1.0,14.0,0.0
-0.012555614261158116,-0.012555614261158116,4.0,6.0,1,0.0,1.0,48.0,0.0
-0.008105517078150439,-0.008105517078150439,4.0,6.0,18,0.0,1.0,7.0,0.0
-0.006681122589251774,-0.006681122589251774,5.0,8.0,27,0.0,1.0,36.0,0.0
-0.0066624749272621644,-0.0066624749272621644,5.0,5.0,3,0.0,0.0,76.0,0.0
-0.02057649964258648,-0.02057649964258648,5.0,8.0,3,0.0,1.0,44.0,0.0
-0.01993530695725143,-0.01993530695725143,6.0,7.0,3,0.0,1.0,27.0,0.0
-0.0050319998661193495,-0.0050319998661193495,6.0,3.0,4,0.0,0.0,88.0,0.0
-0.002433280817054482,-0.002433280817054482,3.0,4.0,4,0.0,0.0,26.0,0.0
-0.05744770884783747,-0.05744770884783747,4.0,5.0,4,0.0,1.0,49.0,0.0
-0.014519356512217805,-0.014519356512217805,6.0,9.5,6,20.0,1.0,9.0,0.0
-0.0037783032062024993,-0.0037783032062024993,4.0,3.0,4,0.0,0.0,19.0,0.0
-0.01666192506030606,-0.01666192506030606,5.0,6.0,1,0.0,1.0,26.0,0.0
-0.0005360007459064796,-0.0005360007459064796,5.0,5.0,21,0.0,0.0,7.0,0.0
-0.00445248790890378,-0.00445248790890378,2.0,2.0,48,0.0,0.0,96.0,0.0
-0.004488348797345338,-0.004488348797345338,4.0,4.0,1,0.0,1.0,89.0,0.0
-0.027282485781157734,-0.027282485781157734,5.0,9.0,1,0.0,1.0,47.0,0.0
-0.04650153125993645,-0.04650153125993645,5.0,7.0,2,0.0,1.0,47.0,0.0
-0.0026006316297817506,-0.0026006316297817506,3.0,2.0,4,0.0,0.0,60.0,0.0
-0.0029654564015271956,-0.0029654564015271956,4.0,4.0,4,0.0,0.0,65.0,0.0
-0.009629365764327023,-0.009629365764327023,4.0,4.0,4,0.0,1.0,19.0,0.0
-0.004480698474477806,-0.004480698474477806,4.0,4.0,8,2.0,1.0,21.0,0.0
-0.006019369661210233,-0.006019369661210233,4.0,3.5,8,2.0,1.0,8.0,0.0
-0.003205963426675241,-0.003205963426675241,4.0,4.0,8,2.0,0.0,12.0,0.0
-0.010720493063308812,-0.010720493063308812,5.0,7.5,11,7.0,1.0,17.0,0.0
-0.041484353894372945,-0.041484353894372945,5.0,8.0,61,12.0,1.0,25.0,0.0
-0.00561820585584401,-0.00561820585584401,5.0,6.5,11,11.0,0.0,9.0,0.0
-0.028478326874388872,-0.028478326874388872,7.0,9.0,1,0.0,1.0,12.0,0.0
-0.020510515607854014,-0.020510515607854014,6.0,7.0,16,12.0,1.0,10.0,0.0
-0.01610536407169309,-0.01610536407169309,4.0,4.0,4,0.0,1.0,7.0,0.0
-0.0061924582160881505,-0.0061924582160881505,7.0,6.0,1,0.0,1.0,89.0,0.0
-0.007098543330711504,-0.007098543330711504,2.0,3.0,1,0.0,0.0,60.0,0.0
-0.0119588890774906,-0.0119588890774906,4.0,4.0,1,0.0,0.0,66.0,0.0
-0.01139802478226464,-0.01139802478226464,3.0,5.0,1,0.0,1.0,47.0,0.0
-0.03447713629289261,-0.03447713629289261,5.0,7.0,2,0.0,1.0,82.0,0.0
-0.007697659240275124,-0.007697659240275124,5.0,5.0,1,0.0,1.0,75.0,0.0
-0.04063612434643531,-0.04063612434643531,6.0,9.0,1,0.0,1.0,55.0,0.0
-0.010309288209178953,-0.010309288209178953,2.0,2.0,18,0.0,1.0,88.0,0.0
-0.01862471102100731,-0.01862471102100731,5.0,3.0,4,0.0,1.0,88.0,0.0
-0.05071685915994673,-0.05071685915994673,5.0,7.0,18,0.0,1.0,16.0,0.0
-0.01909950918397353,-0.01909950918397353,2.0,3.0,15,0.0,1.0,54.0,0.0
-0.018899166353880028,-0.018899166353880028,4.0,8.0,5,0.0,0.0,14.0,0.0
-0.019809554775116367,-0.019809554775116367,6.0,7.0,32,0.0,1.0,27.0,0.0
-0.00656636774623879,-0.00656636774623879,4.0,4.5,7,2.0,1.0,17.0,0.0
-0.00787552924694525,-0.00787552924694525,7.0,8.0,11,12.0,1.0,14.0,0.0
-0.10331282887423109,-0.10331282887423109,7.0,8.0,18,0.0,1.0,24.0,0.0
-0.0045146467822024805,-0.0045146467822024805,4.0,7.0,22,4.0,1.0,8.0,0.0
-0.0065381571806647654,-0.0065381571806647654,5.0,5.0,1,0.0,1.0,26.0,0.0
-0.014670450388851567,-0.014670450388851567,3.0,3.0,1,0.0,1.0,44.0,0.0
-0.022374803661635783,-0.022374803661635783,3.0,5.0,2,0.0,1.0,38.0,0.0
-0.033244956166040694,-0.033244956166040694,4.0,6.0,2,0.0,1.0,37.0,0.0
-0.006795877432264758,-0.006795877432264758,7.0,10.0,3,0.0,0.0,7.0,0.0
-0.010990166944389325,-0.010990166944389325,7.0,7.0,3,0.0,1.0,60.0,0.0
-0.03158770497486152,-0.03158770497486152,7.0,6.0,18,0.0,0.0,80.0,0.0
-0.018421499319838483,-0.018421499319838483,4.0,5.0,4,0.0,1.0,46.0,0.0
-0.002400288799688249,-0.002400288799688249,4.0,5.0,4,0.0,0.0,44.0,0.0
-0.027369508203775914,-0.027369508203775914,4.0,5.0,4,0.0,0.0,18.0,0.0
-0.005123325595350516,-0.005123325595350516,3.0,4.0,37,0.0,0.0,53.0,0.0
-0.1038727368790986,-0.1038727368790986,7.0,9.0,30,0.0,1.0,16.0,0.0
-0.008597528467568607,-0.008597528467568607,4.0,4.5,6,2.0,0.0,4.0,0.0
-0.004196202092841449,-0.004196202092841449,4.0,5.0,8,2.0,0.0,61.0,0.0
-0.02930025843746937,-0.02930025843746937,5.0,4.0,17,0.0,1.0,86.0,0.0
-0.006130299342789451,-0.006130299342789451,5.0,5.5,11,4.0,1.0,16.0,0.0
-0.016678181996399567,-0.016678181996399567,6.0,7.0,16,6.0,1.0,8.0,0.0
-0.009115837841843919,-0.009115837841843919,4.0,7.0,3,0.0,1.0,9.0,0.0
-0.015172024681854152,-0.015172024681854152,4.0,7.0,20,0.0,1.0,21.0,0.0
-0.0009194731796415346,-0.0009194731796415346,9.0,6.0,21,0.0,0.0,55.0,0.0
-0.008996301547038727,-0.008996301547038727,7.0,6.0,1,0.0,1.0,87.0,0.0
-0.014826803862456758,-0.014826803862456758,3.0,5.0,1,0.0,1.0,69.0,0.0
-0.007025387118290726,-0.007025387118290726,2.0,3.0,1,0.0,1.0,64.0,0.0
-0.10753867596818421,-0.10753867596818421,8.0,12.0,1,0.0,1.0,17.0,0.0
-0.01897471329219691,-0.01897471329219691,6.0,6.0,1,0.0,1.0,90.0,0.0
-0.011244062034555552,-0.011244062034555552,6.0,9.0,18,0.0,1.0,26.0,0.0
-0.010169191671667268,-0.010169191671667268,7.0,8.0,18,0.0,1.0,22.0,0.0
-0.007876485537303692,-0.007876485537303692,7.0,5.0,3,0.0,1.0,82.0,0.0
-0.030411467833978433,-0.030411467833978433,4.0,5.0,3,0.0,1.0,21.0,0.0
-0.008428265074124456,-0.008428265074124456,6.0,8.0,18,0.0,1.0,4.0,0.0
-0.006660562346545281,-0.006660562346545281,5.0,7.0,4,0.0,1.0,37.0,0.0
-0.0016132618346908672,-0.0016132618346908672,4.0,7.0,4,0.0,0.0,27.0,0.0
-0.008244179180124461,-0.008244179180124461,3.0,4.0,15,0.0,1.0,66.0,0.0
-0.0036056927965038023,-0.0036056927965038023,9.0,5.5,10,2.0,1.0,91.0,0.0
-0.001755270952919435,-0.001755270952919435,3.0,4.0,10,3.0,0.0,91.0,0.0
-0.005221823502269994,-0.005221823502269994,6.0,5.0,8,2.0,0.0,5.0,0.0
-0.00020129912045194282,-0.00020129912045194282,5.0,3.0,9,2.0,0.0,42.0,0.0
-0.011957932787132157,-0.011957932787132157,6.0,7.5,11,6.0,1.0,16.0,0.0
-0.00925402179863872,-0.00925402179863872,5.0,5.0,1,0.0,1.0,54.0,0.0
-0.00609204772845179,-0.00609204772845179,4.0,2.0,15,0.0,1.0,83.0,0.0
-0.020105048495874803,-0.020105048495874803,5.0,5.5,4,3.0,1.0,4.0,0.0
-0.007103324782503711,-0.007103324782503711,3.0,2.5,62,4.0,0.0,11.0,0.0
-0.010987776218493221,-0.010987776218493221,6.0,8.0,1,0.0,1.0,90.0,0.0
-0.014065596737137297,-0.014065596737137297,3.0,7.0,1,0.0,1.0,66.0,0.0
-0.017759746391796942,-0.017759746391796942,3.0,4.0,1,0.0,1.0,92.0,0.0
-0.022498643263053963,-0.022498643263053963,7.0,10.0,1,0.0,1.0,29.0,0.0
-0.04277438958791058,-0.04277438958791058,7.0,10.0,1,0.0,1.0,47.0,0.0
-0.017213704597126827,-0.017213704597126827,5.0,6.0,3,0.0,1.0,66.0,0.0
-0.0025356038854077263,-0.0025356038854077263,3.0,3.0,4,0.0,0.0,87.0,0.0
-0.003149542295527191,-0.003149542295527191,4.0,3.0,4,0.0,0.0,60.0,0.0
-0.003395308917646665,-0.003395308917646665,3.0,6.0,6,3.0,1.0,49.0,0.0
-0.008510027899771207,-0.008510027899771207,4.0,4.5,11,2.0,0.0,10.0,0.0
-0.0036707205408778266,-0.0036707205408778266,2.0,3.0,8,0.0,1.0,47.0,0.0
-0.0009228201958960799,-0.0009228201958960799,4.0,3.0,21,0.0,0.0,88.0,0.0
-0.0005398259073402458,-0.0005398259073402458,4.0,5.0,21,0.0,0.0,10.0,0.0
-0.008073003205963427,-0.008073003205963427,5.0,5.0,1,0.0,1.0,89.0,0.0
-0.006218756200945293,-0.006218756200945293,5.0,7.0,1,0.0,1.0,28.0,0.0
-0.009825405287807537,-0.009825405287807537,5.0,5.0,1,0.0,1.0,22.0,0.0
-0.02410616735559418,-0.02410616735559418,5.0,5.0,1,0.0,1.0,65.0,0.0
-0.06329590253488666,-0.06329590253488666,8.0,10.0,1,0.0,1.0,77.0,0.0
-0.022998304975339664,-0.022998304975339664,4.0,6.0,2,0.0,1.0,49.0,0.0
-0.04152882139604048,-0.04152882139604048,6.0,11.0,1,0.0,1.0,30.0,0.0
-0.02850223413334991,-0.02850223413334991,5.0,5.0,4,0.0,1.0,27.0,0.0
-0.021340097493802043,-0.021340097493802043,5.0,5.0,4,0.0,1.0,68.0,0.0
-0.0226722099631111,-0.0226722099631111,5.0,4.0,4,0.0,0.0,44.0,0.0
-0.00061728542637401,-0.00061728542637401,4.0,3.0,10,2.0,0.0,5.0,0.0
-0.006621832587028399,-0.006621832587028399,4.0,4.5,8,3.0,1.0,5.0,0.0
-0.0009663314072051697,-0.0009663314072051697,3.0,2.5,8,2.0,0.0,62.0,0.0
-0.00448356734555313,-0.00448356734555313,5.0,5.5,9,3.0,1.0,21.0,0.0
-0.0007511660765558247,-0.0007511660765558247,3.0,3.5,9,0.0,0.0,20.0,0.0
-0.009027380983688077,-0.009027380983688077,5.0,8.5,11,10.0,1.0,13.0,0.0
-0.0044089766975946906,-0.0044089766975946906,3.0,5.0,7,9.0,1.0,8.0,0.0
-0.00260015348460253,-0.00260015348460253,3.0,2.0,8,0.0,0.0,66.0,0.0
-0.001941747572815534,-0.001941747572815534,4.0,5.0,8,2.0,0.0,9.0,0.0
-0.007684271175256943,-0.007684271175256943,3.0,5.5,8,2.0,1.0,10.0,0.0
-0.005889314172462185,-0.005889314172462185,5.0,8.0,22,10.0,0.0,7.0,0.0
-0.010993992105823091,-0.010993992105823091,5.0,8.0,56,0.0,1.0,11.0,0.0
-0.0005355226007272588,-0.0005355226007272588,5.0,5.0,21,0.0,0.0,19.0,0.0
-0.008896369204581587,-0.008896369204581587,4.0,7.0,1,0.0,1.0,9.0,0.0
-0.010548838943968557,-0.010548838943968557,7.0,7.0,1,0.0,1.0,92.0,0.0
-0.006320122978940096,-0.006320122978940096,5.0,6.0,1,0.0,1.0,57.0,0.0
-0.026684326161952553,-0.026684326161952553,6.0,9.0,2,0.0,1.0,81.0,0.0
-0.015110343953734673,-0.015110343953734673,5.0,5.0,18,0.0,1.0,67.0,0.0
-0.03763911036307954,-0.03763911036307954,1.0,1.0,4,0.0,1.0,65.0,0.0
-0.0003208354152571345,-0.0003208354152571345,3.0,2.5,19,2.0,0.0,11.0,0.0
-0.0023280888776259136,-0.0023280888776259136,5.0,4.5,6,0.0,0.0,49.0,0.0
-0.002075628222997349,-0.002075628222997349,4.0,2.5,8,2.0,1.0,50.0,0.0
-0.0005360007459064796,-0.0005360007459064796,5.0,4.5,9,2.0,0.0,52.0,0.0
-0.007373476808763445,-0.007373476808763445,4.0,4.5,22,3.0,1.0,21.0,0.0
-0.003095990035454465,-0.003095990035454465,4.0,5.0,4,0.0,0.0,14.0,0.0
-0.02030921648740207,-0.02030921648740207,6.0,9.0,13,0.0,1.0,29.0,0.0
-0.008407704831417964,-0.008407704831417964,6.0,8.0,11,11.0,1.0,6.0,0.0
-0.012348099253376302,-0.012348099253376302,3.0,7.0,18,0.0,1.0,13.0,0.0
-0.033646119971406915,-0.033646119971406915,6.0,7.0,29,0.0,1.0,107.0,0.0
-0.004267923869724565,-0.004267923869724565,6.0,8.0,21,0.0,1.0,18.0,0.0
-0.0009228201958960799,-0.0009228201958960799,3.0,2.0,21,0.0,0.0,88.0,0.0
-0.00779472271165694,-0.00779472271165694,4.0,6.0,27,0.0,1.0,104.0,0.0
-0.006652433878498528,-0.006652433878498528,5.0,5.0,1,0.0,1.0,92.0,0.0
-0.020131346480731945,-0.020131346480731945,9.0,10.0,1,0.0,1.0,56.0,0.0
-0.048653662711609126,-0.048653662711609126,9.0,9.0,1,0.0,1.0,31.0,0.0
-0.01262685789286201,-0.01262685789286201,4.0,5.0,2,0.0,1.0,80.0,0.0
-0.12193036771755009,-0.12193036771755009,8.0,10.0,2,0.0,1.0,29.0,0.0
-0.010803690324493225,-0.010803690324493225,6.0,6.0,18,0.0,0.0,5.0,0.0
-0.012706708137791877,-0.012706708137791877,4.0,6.0,18,0.0,1.0,93.0,0.0
-0.0070277778441868305,-0.0070277778441868305,6.0,7.0,3,0.0,1.0,66.0,0.0
-0.004071406201064829,-0.004071406201064829,4.0,2.0,4,0.0,1.0,64.0,0.0
-0.0020206415273869606,-0.0020206415273869606,2.0,2.0,4,0.0,0.0,62.0,0.0
-0.014455285058202223,-0.014455285058202223,7.0,7.0,63,0.0,1.0,91.0,0.0
-0.029915153137947275,-0.029915153137947275,8.0,6.0,28,0.0,1.0,88.0,0.0
-0.0012780820640571097,-0.0012780820640571097,6.0,5.0,19,2.0,0.0,4.0,0.0
-0.0002491136383740195,-0.0002491136383740195,5.0,3.0,8,1.0,0.0,78.0,0.0
-0.0058673194942180295,-0.0058673194942180295,2.0,2.0,8,1.0,0.0,78.0,0.0
-0.015741017445126865,-0.015741017445126865,3.0,3.5,8,2.0,1.0,6.0,0.0
-0.0031868376195064107,-0.0031868376195064107,3.0,3.5,8,0.0,1.0,67.0,0.0
-0.03536074858409259,-0.03536074858409259,6.0,7.5,16,5.0,1.0,12.0,0.0
-0.022816131662056552,-0.022816131662056552,4.0,7.0,0,0.0,1.0,8.0,0.0
-0.01865770303837354,-0.01865770303837354,6.0,9.0,1,0.0,1.0,35.0,0.0
-0.018341170929729395,-0.018341170929729395,4.0,7.0,1,0.0,1.0,66.0,0.0
-0.024502071563988974,-0.024502071563988974,6.0,5.0,2,0.0,1.0,80.0,0.0
-0.01208511940480488,-0.01208511940480488,4.0,5.0,2,0.0,1.0,55.0,0.0
-0.2633776653605334,-0.2633776653605334,7.0,11.0,1,0.0,1.0,66.0,0.0
-0.0093042270424569,-0.0093042270424569,5.0,5.0,1,0.0,1.0,54.0,0.0
-0.006528116131901129,-0.006528116131901129,4.0,5.0,3,0.0,1.0,69.0,0.0
-0.07702536321103176,-0.07702536321103176,7.0,4.0,4,0.0,0.0,70.0,0.0
-0.0022448916164415,-0.0022448916164415,3.0,3.0,4,0.0,0.0,38.0,0.0
-0.01285732386924642,-0.01285732386924642,6.0,6.0,4,0.0,0.0,59.0,0.0
-0.014521269092934688,-0.014521269092934688,6.0,4.0,4,0.0,0.0,62.0,0.0
-0.0037682621574388632,-0.0037682621574388632,4.0,5.5,8,8.0,1.0,10.0,0.0
-0.005613902549231023,-0.005613902549231023,4.0,7.0,22,3.0,1.0,27.0,0.0
-0.00536287633014012,-0.00536287633014012,5.0,5.0,11,5.0,1.0,17.0,0.0
-0.10330948185797653,-0.10330948185797653,8.0,7.0,29,0.0,1.0,89.0,0.0
-0.0006488430082025805,-0.0006488430082025805,3.0,4.0,24,0.0,0.0,26.0,0.0
-0.012660806200586685,-0.012660806200586685,8.0,9.0,2,0.0,1.0,14.0,0.0
-0.06940181647353585,-0.06940181647353585,7.0,9.0,1,0.0,1.0,18.0,0.0
-0.0102643425623322,-0.0102643425623322,4.0,4.0,1,0.0,1.0,58.0,0.0
-0.015406793964851548,-0.015406793964851548,7.0,4.0,27,0.0,0.0,91.0,0.0
-0.007827714729023173,-0.007827714729023173,6.0,9.0,3,0.0,1.0,11.0,0.0
-0.009680527298503645,-0.009680527298503645,6.0,10.0,4,0.0,1.0,59.0,0.0
-0.009076151791968596,-0.009076151791968596,5.0,6.0,4,0.0,0.0,14.0,0.0
-0.009853137708202342,-0.009853137708202342,3.0,3.0,4,0.0,0.0,32.0,0.0
-0.01968571517369819,-0.01968571517369819,7.0,10.0,4,0.0,1.0,25.0,0.0
-0.03789969948575486,-0.03789969948575486,1.0,1.0,4,0.0,0.0,70.0,0.0
-0.018347864962238485,-0.018347864962238485,5.0,6.0,60,0.0,1.0,86.0,0.0
-0.014107673512908725,-0.014107673512908725,4.0,6.0,7,4.0,1.0,9.0,0.0
-0.0027321215540674613,-0.0027321215540674613,3.0,4.0,8,2.0,0.0,44.0,0.0
-0.023319618535776018,-0.023319618535776018,1.0,2.0,4,0.0,0.0,62.0,0.0
-0.007684271175256943,-0.007684271175256943,5.0,8.0,1,0.0,1.0,4.0,0.0
-0.006895331629542678,-0.006895331629542678,5.0,8.0,18,0.0,1.0,6.0,0.0
-0.09508251590430403,-0.09508251590430403,7.0,7.0,1,0.0,0.0,39.0,0.0
-0.008798827588020551,-0.008798827588020551,4.0,5.0,18,0.0,1.0,16.0,0.0
-0.003443123435568742,-0.003443123435568742,4.0,5.0,3,0.0,1.0,63.0,0.0
-0.002268320730223318,-0.002268320730223318,4.0,4.0,4,0.0,0.0,59.0,0.0
-0.0023405206522856535,-0.0023405206522856535,4.0,3.0,4,0.0,0.0,86.0,0.0
-0.0034149128699947164,-0.0034149128699947164,4.0,5.0,4,0.0,0.0,17.0,0.0
-0.008178673290571216,-0.008178673290571216,3.0,4.0,4,0.0,0.0,69.0,0.0
-0.0032040508459583584,-0.0032040508459583584,5.0,8.0,37,0.0,0.0,28.0,0.0
-0.0010858677020103614,-0.0010858677020103614,3.0,4.5,7,2.0,0.0,18.0,0.0
-0.009190428489802359,-0.009190428489802359,4.0,5.0,22,4.0,1.0,5.0,0.0
-0.23585132553797308,-0.23585132553797308,5.0,6.5,8,5.0,1.0,14.0,0.0
-0.0030606072921921285,-0.0030606072921921285,5.0,5.5,42,2.0,0.0,11.0,0.0
-0.0014071812624467167,-0.0014071812624467167,2.0,2.0,42,2.0,1.0,40.0,0.0
-0.008138509095516671,-0.008138509095516671,4.0,7.0,11,4.0,1.0,10.0,0.0
-0.0006177635715532308,-0.0006177635715532308,5.0,5.0,24,0.0,0.0,55.0,0.0
-0.003342712947932381,-0.003342712947932381,6.0,6.0,54,0.0,1.0,89.0,0.0
-0.011003076864228285,-0.011003076864228285,5.0,6.0,1,0.0,1.0,87.0,0.0
-0.008347936684015367,-0.008347936684015367,6.0,7.0,1,0.0,1.0,31.0,0.0
-0.005174965274706359,-0.005174965274706359,5.0,5.0,1,0.0,0.0,9.0,0.0
-0.046071200598637764,-0.046071200598637764,14.0,0.0,1,0.0,1.0,26.0,0.0
-0.013889161166004834,-0.013889161166004834,5.0,7.0,1,0.0,1.0,31.0,0.0
-0.026067518880757763,-0.026067518880757763,5.0,6.0,1,0.0,1.0,17.0,0.0
-0.008800262023558212,-0.008800262023558212,5.0,7.0,1,0.0,1.0,56.0,0.0
-0.013423447761443807,-0.013423447761443807,4.0,5.0,1,0.0,1.0,67.0,0.0
-0.016114926975277503,-0.016114926975277503,7.0,12.0,2,0.0,1.0,20.0,0.0
-0.011681086728363333,-0.011681086728363333,6.0,6.0,18,0.0,1.0,30.0,0.0
-0.013221670495812644,-0.013221670495812644,6.0,7.0,18,0.0,1.0,85.0,0.0
-0.005288285682181681,-0.005288285682181681,5.0,6.0,4,0.0,1.0,53.0,0.0
-0.06656784999629438,-0.06656784999629438,2.0,2.0,4,0.0,1.0,45.0,0.0
-0.02023414769426441,-0.02023414769426441,3.0,5.0,38,0.0,1.0,28.0,0.0
-0.006645739845989438,-0.006645739845989438,5.0,6.0,7,4.0,1.0,11.0,0.0
-0.001783959663672681,-0.001783959663672681,5.0,5.5,7,2.0,0.0,5.0,0.0
-0.002878912124088237,-0.002878912124088237,5.0,5.0,8,2.0,0.0,21.0,0.0
